Input Data,Predictions,flag,username,timestamp
C:\Users\sinb1\PycharmProjects\gradio demo\flagged\Input Data\tmpy4tnchof.json,C:\Users\sinb1\PycharmProjects\gradio demo\flagged\Predictions\tmpumjuodrk.json,,,2023-10-17 11:33:25.368428
